Algorithm 1 in seconds,Algorithm 3 in seconds,Algorithm 4 in seconds,Algorithm 5 in seconds
5.9799989685416225e-06,6.12000294495374e-06,8.849997539073228e-06,4.089999129064381e-06
1.8320002709515393e-05,2.195000124629587e-05,2.138000272680074e-05,1.5030000940896571e-05
0.00010536000190768391,9.453000384382904e-05,0.00010231000196654349,0.00022643999545834959
0.0007980800030054525,0.0008293799968669191,0.0008777299954090267,0.0007879900018451736
0.006167050011572428,0.0065566300007049,0.006915049997041933,0.005658129992661997
0.04871275999466888,0.054419080005027355,0.052426940007717346,0.040954260004218666
0.3607444299967028,0.41443661000812426,0.4262422100029653,0.28826085999899076
2.9863997500011465,3.3661011400050485,3.2925978299987038,1.982959990002564
23.502911880001193,27.349465280002914,26.66315836000431,14.20423831999069
187.98939124999742,216.4368934799946,213.24976861000468,99.17506110999966
